	GS000a	GS000b	GS000c	GS000d	GS001a	GS001b	GS001c	GS002	GS003	GS004	GS005	GS006	GS007	GS008	GS009	GS010	GS011	GS012	GS013	GS014	GS015	GS016	GS017	GS018	GS019	GS020	GS021	GS022	GS023	GS025	GS026	GS027	GS028	GS029	GS030	GS031	GS032	GS033	GS034	GS035	GS036	GS037	GS038	GS039	GS040	GS041	GS042	GS043	GS044	GS045	GS046	GS047	GS048a	GS049	GS050	GS051	GS048b	GS108a	GS108b	GS109	GS110a	GS110b	GS111	GS112a	GS112b	GS113	GS114	GS115	GS116	GS117a	GS117b	GS119	GS120	GS121	GS122a	GS122b	GS123	GS148	GS149
RNA_pol_N	3	10	13	4	2	0	0	3	4	1	5	3	1	10	7	5	11	12	7	9	10	5	15	9	4	17	7	4	7	3	7	8	14	10	4	26	20	5	3	5	8	9	0	0	0	0	0	0	0	0	0	3	2	5	0	11	1	1	1	3	4	2	1	0	3	5	14	2	4	11	2	0	0	3	2	2	9	1	3
MtrF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHH	512	368	434	399	52	43	105	112	57	54	55	72	46	143	75	106	188	221	152	148	146	121	287	181	169	507	159	142	153	49	120	283	253	168	520	545	176	1130	173	169	91	78	1	0	2	0	0	1	1	2	0	85	94	106	0	156	28	66	39	60	87	30	63	91	24	126	317	51	78	324	36	75	52	126	92	23	106	96	118
Melibiase	8	7	6	2	5	10	1	3	3	7	11	6	11	27	6	6	24	36	13	2	1	4	5	0	1	104	0	1	1	14	0	2	4	12	6	3	1	22	5	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	1	3	1	1	3	2	0	2	1	3	2	1	6	2	0	0	2	1	7	0	2	1
TMP-TENI	310	269	224	303	21	29	73	55	25	36	26	56	15	62	62	45	83	83	56	92	83	69	167	112	114	107	86	110	108	35	83	152	157	114	342	406	86	333	95	99	55	63	0	1	1	0	1	0	0	0	0	64	65	71	2	81	18	32	6	43	64	10	41	60	4	90	228	48	43	246	18	62	33	110	80	14	79	75	83
SIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3038	17	5	1	6	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	24	9	15	0	0	4	14	7	14	13	3	0	2	1	0	18	13	0	2	0	0	0	0	0	0	2	0	0	0	0	3	9	0	0	3	4	4	6	6	5	1	4	2	3	20	2	3	4	4	7	2	7	10	7	7	4	6
Cren7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TruB-C_2	71	38	45	26	2	3	10	11	6	13	4	8	3	18	6	8	10	2	11	7	8	8	16	8	3	9	10	7	4	3	0	12	12	5	20	32	15	63	15	7	4	1	0	0	0	0	0	1	0	0	0	5	3	3	0	5	5	0	2	3	2	2	3	2	2	7	9	1	3	15	0	5	1	2	5	1	4	6	9
Nsp1_C	0	2	4	5	0	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0
EcsB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF63	1	7	11	2	0	0	0	0	0	0	0	2	0	3	2	0	0	0	1	2	2	15	17	5	8	0	2	2	5	1	2	13	19	12	0	3	2	0	1	7	7	6	0	0	0	1	0	0	0	0	0	6	1	4	0	23	2	2	2	1	3	0	4	5	3	5	23	5	1	24	3	2	0	3	1	1	4	0	3
DUF1320	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAP2	498	70	125	65	29	13	39	54	26	20	19	14	8	43	25	26	67	74	38	53	27	43	99	41	55	148	50	54	51	22	26	95	78	40	134	123	56	183	34	57	34	26	0	1	0	1	0	0	0	0	0	17	33	19	0	43	7	8	16	20	19	7	18	37	6	40	101	23	20	123	22	9	11	23	21	5	29	17	22
RE_HpaII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAD_kinase	307	223	256	258	24	26	59	57	33	34	22	41	24	94	40	54	107	107	67	113	136	106	210	131	119	164	96	116	107	41	81	184	159	109	271	442	89	411	102	105	71	61	0	0	0	2	0	1	1	0	0	44	71	90	0	87	31	22	29	47	73	21	43	73	19	87	246	50	37	242	36	58	32	92	91	19	70	83	76
DUF3095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPF0182	43	32	47	19	5	3	20	6	8	3	4	6	4	35	15	28	85	106	44	35	22	16	36	30	28	261	33	37	13	3	11	38	32	25	24	119	10	337	50	20	18	12	0	0	0	0	0	0	0	0	0	17	3	16	0	46	3	7	1	5	9	1	9	18	4	20	61	12	11	66	13	4	4	16	10	1	16	26	23
